# config.machine: epyc7351-2080ti
# config.bin: /tmp/claude-2017/-home-jueonpark-sym/595debf3-ca62-43ba-a9fe-225c7908aed7/scratchpad/bench-rtrack
# config.numactl: 
# config.transforms: all
# config.methods: all
# config.n: 2048; 4096; 8192; 16384
# config.chunk_mib: 4; 16; 64; 256
# config.threads: 8
# config.warmup: 5
# config.iters: 30
# config.out_csv: /tmp/claude-2017/-home-jueonpark-sym/595debf3-ca62-43ba-a9fe-225c7908aed7/scratchpad/v1_gen3_nsweep.csv
# calibration.timestamp: 2026-07-28T10:33:40+0900
# calibration.hostname: rebel-gpu1
# calibration.kernel: Linux rebel-gpu1 6.8.0-124-generic #124~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue May 26 21:05:19 UTC  x86_64
# calibration.cpu_model: AMD EPYC 7351 16-Core Processor
# calibration.governors: performance
# calibration.transparent_hugepage: always [madvise] never
# calibration.numactl_available: False
# calibration.cuda_toolkit: None
# calibration.gpus: {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}
# calibration.pcie_under_load.gen: 3
# calibration.pcie_under_load.width: 16
# calibration.triad_gbps: 26.07
# calibration.nvbandwidth: None
# calibration.notes: nvbandwidth not installed
machine,gpu,method,transform,N,dtype_out,r,threads,chunk_req_mib,staging_bytes,n_chunks,median_ms,min_ms,p95_ms,iqr_over_median_pct,unstable,effective_input_GBps,gpu_pipeline_ms,cpu_stage_ms,h2d_ms,gpu_kernel_ms,verified
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,convert_f16,4096,f16,0.5,8,16,16777216,4,5.34587,5.34484,5.34838,0.0433331,0,12.5534,5.3405,0,5.14645,0.184432,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,4096,f16,0.5,8,64,33554432,1,6.47275,6.46145,6.48617,0.159387,0,10.3679,6.46541,3.86821,2.58514,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,4096,f16,0.5,8,64,67108864,1,9.38206,9.37132,9.40738,0.139406,0,7.15289,9.37491,4.02183,5.15272,0.185952,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,convert_f16,4096,f16,0.5,8,64,67108864,1,5.33397,5.33175,5.33702,0.0172211,0,12.5814,5.32843,0,5.13744,0.186432,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,8192,f32,1,8,4,4194304,64,676.617,605.721,722.912,2.52206,0,0.396732,676.609,674.965,21.2189,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,8192,f32,1,8,4,4194304,64,23.4468,23.0158,24.047,2.086,0,11.4487,23.4395,19.3547,21.3128,1.3719,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose,8192,f32,1,8,4,4194304,64,22.2017,22.1948,22.205,0.021288,0,12.0908,22.196,0,20.7205,1.37162,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,8192,f32,1,8,16,16777216,16,409.025,406.487,430.673,0.581349,0,0.656282,409.016,407.249,20.7424,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,8192,f32,1,8,16,16777216,16,33.4563,33.4281,33.7789,0.142364,0,8.02347,33.448,30.1706,25.758,1.37131,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose,8192,f32,1,8,16,16777216,16,21.983,21.9792,21.986,0.010787,0,12.2111,21.9771,0,20.5772,1.37142,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,8192,f32,1,8,64,67108864,4,420.614,418.961,422.697,0.358475,0,0.638199,420.605,415.312,20.5877,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,8192,f32,1,8,64,67108864,4,27.5799,27.5453,27.7108,0.16528,0,9.73301,27.5729,20.9185,21.1359,1.37072,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose,8192,f32,1,8,64,67108864,4,21.9285,21.9224,21.9338,0.0196353,0,12.2414,21.922,0,20.542,1.3709,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,8192,f32,1,8,256,268435456,1,433.233,432.128,435.852,0.179935,0,0.619609,433.224,412.659,20.5507,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,8192,f32,1,8,256,268435456,1,37.948,37.9047,37.9837,0.066732,0,7.07377,37.9403,15.9927,20.5509,1.37086,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose,8192,f32,1,8,256,268435456,1,21.9146,21.9059,21.922,0.00801407,0,12.2492,21.9088,0,20.5329,1.37066,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,8192,f32,1,8,4,4194304,64,37.6518,37.5821,37.7093,0.161383,0,7.12941,37.6447,36.5159,20.936,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,8192,f32,1,8,4,4194304,64,24.0281,23.0837,26.2996,1.61583,0,11.1717,24.0202,21.2212,21.7174,1.1424,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,8192,f32,1,8,4,4194304,64,21.9725,21.9669,21.9756,0.0155733,0,12.2169,21.9668,0,20.7215,1.14195,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,8192,f32,1,8,16,16777216,16,33.0196,32.1341,33.7097,2.48868,0,8.12959,33.0119,31.1373,23.554,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,8192,f32,1,8,16,16777216,16,33.2317,33.1895,33.2677,0.0924855,0,8.07768,33.2241,30.1622,25.7332,1.14078,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,8192,f32,1,8,16,16777216,16,21.7541,21.7507,21.7639,0.0127593,0,12.3395,21.7481,0,20.5778,1.14272,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,8192,f32,1,8,64,67108864,4,34.1497,34.0945,34.8611,0.955738,0,7.86055,34.1421,28.8643,24.6694,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,8192,f32,1,8,64,67108864,4,27.3315,27.317,27.3647,0.0600101,0,9.82148,27.3244,20.9014,21.1545,1.14144,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,8192,f32,1,8,64,67108864,4,21.6989,21.6959,21.7024,0.0105519,0,12.3709,21.6927,0,20.5423,1.14154,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,8192,f32,1,8,256,268435456,1,43.9923,43.9655,44.0201,0.041918,0,6.10187,43.9847,23.4233,20.5455,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,8192,f32,1,8,256,268435456,1,37.7084,37.6703,37.7444,0.0690736,0,7.11873,37.7013,15.9863,20.5507,1.14136,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,8192,f32,1,8,256,268435456,1,21.6848,21.6812,21.6889,0.00729144,0,12.379,21.6783,0,20.5331,1.14112,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,8192,s8,0.25,8,4,4194304,16,546.11,543.453,552.626,0.742414,0,0.491541,546.102,545.326,5.33922,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,8192,s8,0.25,8,4,4194304,64,27.3193,24.3731,28.094,9.57436,1,9.82587,27.3112,24.0414,21.8452,2.0609,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,8192,s8,0.25,8,4,4194304,64,22.8921,22.8874,22.9035,0.0152396,0,11.7261,22.8861,0,20.7217,2.06078,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,8192,s8,0.25,8,16,16777216,4,552.74,551.947,575.289,0.22826,0,0.485645,552.731,551.301,5.21366,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,8192,s8,0.25,8,16,16777216,16,34.1192,34.0839,34.3684,0.084338,0,7.86758,34.1123,30.135,25.689,2.06157,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,8192,s8,0.25,8,16,16777216,16,22.6721,22.6686,22.6776,0.0177664,0,11.8399,22.6669,0,20.5776,2.05995,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,8192,s8,0.25,8,64,67108864,1,557.484,555.952,558.416,0.097496,0,0.481513,557.475,552.295,5.15488,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,8192,s8,0.25,8,64,67108864,4,28.259,28.2368,28.3055,0.0609163,0,9.4991,28.2512,20.9078,21.1428,2.06043,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,8192,s8,0.25,8,64,67108864,4,22.6188,22.614,22.6249,0.0131343,0,11.8678,22.6129,0,20.5424,2.06101,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,8192,s8,0.25,8,256,268435456,1,38.6347,38.5424,38.759,0.102764,0,6.94803,38.627,15.9878,20.5516,2.05941,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,8192,s8,0.25,8,256,268435456,1,22.6046,22.5976,22.6103,0.0218199,0,11.8753,22.5983,0,20.533,2.06043,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,8192,s8,0.25,8,4,4194304,16,14.2552,14.2126,14.3,0.232937,0,18.8307,14.2484,13.5004,5.77296,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,8192,s8,0.25,8,4,4194304,64,22.8768,21.9507,25.9064,11.6935,1,11.7339,22.8693,19.8635,21.4457,0.674,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,quant,8192,s8,0.25,8,4,4194304,64,21.5062,21.5023,21.5139,0.0076164,0,12.4818,21.4999,0,20.7214,0.674544,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,8192,s8,0.25,8,16,16777216,4,14.527,14.5024,14.5949,0.180858,0,18.4784,14.5186,13.0872,5.5687,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,8192,s8,0.25,8,16,16777216,16,32.764,32.7333,32.7998,0.0458587,0,8.193,32.7557,30.1614,25.7201,0.674336,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,quant,8192,s8,0.25,8,16,16777216,16,21.2861,21.2834,21.2909,0.00959254,0,12.6108,21.2804,0,20.5777,0.67368,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,8192,s8,0.25,8,64,67108864,1,16.7921,16.7751,16.8373,0.14525,0,15.9858,16.7848,11.6209,5.15066,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,8192,s8,0.25,8,64,67108864,4,26.8831,26.8527,27.0059,0.255247,0,9.9853,26.8755,20.918,21.1797,0.674416,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,quant,8192,s8,0.25,8,64,67108864,4,21.2323,21.2298,21.2359,0.0100725,0,12.6428,21.2268,0,20.5429,0.674192,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,8192,s8,0.25,8,256,268435456,1,37.2471,37.1998,37.3132,0.0562162,0,7.20688,37.2398,15.9897,20.5513,0.674016,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,quant,8192,s8,0.25,8,256,268435456,1,21.2182,21.2158,21.2254,0.00853553,0,12.6512,21.2116,0,20.5334,0.673872,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,8192,s8,0.25,8,4,4194304,16,109.847,107.523,111.995,1.57832,0,2.44373,109.839,108.942,5.42771,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,8192,s8,0.25,8,4,4194304,64,28.0791,26.7193,28.5879,2.02313,0,9.55998,28.0709,24.6168,22.1283,2.20782,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,nchw_nhwc_quant,8192,s8,0.25,8,4,4194304,64,23.0355,23.0317,23.0401,0.0101125,0,11.6531,23.0293,0,20.7209,2.20408,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,8192,s8,0.25,8,16,16777216,4,112.667,112.122,112.985,0.293608,0,2.38257,112.659,111.217,5.21525,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,8192,s8,0.25,8,16,16777216,16,34.3099,34.2885,34.3658,0.103499,0,7.82384,34.3016,30.1889,25.7136,2.20413,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,nchw_nhwc_quant,8192,s8,0.25,8,16,16777216,16,22.8161,22.8136,22.8179,0.0061117,0,11.7652,22.8096,0,20.5782,2.20331,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,8192,s8,0.25,8,64,67108864,1,115.726,108.522,116.074,0.879749,0,2.31958,115.718,110.551,5.15381,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,8192,s8,0.25,8,64,67108864,4,28.4214,28.3915,28.9817,0.108709,0,9.44485,28.414,20.9213,21.1487,2.20426,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,nchw_nhwc_quant,8192,s8,0.25,8,64,67108864,4,22.7609,22.7594,22.7689,0.0068912,0,11.7937,22.7551,0,20.542,2.20344,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,8192,s8,0.25,8,256,268435456,1,38.741,38.7173,38.7676,0.0494622,0,6.92898,38.7335,15.9653,20.5495,2.20354,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,nchw_nhwc_quant,8192,s8,0.25,8,256,268435456,1,22.7476,22.7463,22.752,0.00991009,0,11.8006,22.7414,0,20.5333,2.20342,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,8192,f16,0.5,8,4,4194304,32,18.8593,18.7988,18.9489,0.40908,0,14.2336,18.8524,18.1344,11.964,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,8192,f16,0.5,8,4,4194304,64,22.7238,22.0024,23.3926,1.56901,0,11.813,22.7175,19.2385,21.3179,0.735024,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,convert_f16,8192,f16,0.5,8,4,4194304,64,21.5666,21.5641,21.5708,0.00403757,0,12.4468,21.5607,0,20.722,0.734784,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,8192,f16,0.5,8,16,16777216,8,20.3849,20.3532,20.4479,0.132408,0,13.1683,20.3772,18.7813,11.9269,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,8192,f16,0.5,8,16,16777216,16,32.8691,32.8261,32.9517,0.0811405,0,8.1668,32.8615,30.2395,25.82,0.735264,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,convert_f16,8192,f16,0.5,8,16,16777216,16,21.3472,21.3454,21.3533,0.00874054,0,12.5747,21.342,0,20.5776,0.735296,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,8192,f16,0.5,8,64,67108864,2,22.4389,22.4097,22.4683,0.0949948,0,11.963,22.4311,17.234,11.1249,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,8192,f16,0.5,8,64,67108864,4,26.9473,26.9232,26.9744,0.0492734,0,9.96151,26.9399,20.9249,21.1912,0.735648,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,convert_f16,8192,f16,0.5,8,64,67108864,4,21.2926,21.2898,21.2954,0.00407049,0,12.607,21.2868,0,20.5417,0.735552,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,8192,f16,0.5,8,256,134217728,1,25.6936,25.6629,25.7753,0.104953,0,10.4476,25.6861,15.3907,10.2821,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,8192,f16,0.5,8,256,268435456,1,37.2821,37.2572,37.3095,0.0566285,0,7.20013,37.2739,15.9753,20.5483,0.735168,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,convert_f16,8192,f16,0.5,8,256,268435456,1,21.2784,21.2772,21.2825,0.00625981,0,12.6154,21.2726,0,20.5328,0.735328,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,16384,f32,1,8,4,4194304,256,2754.51,2673.9,2832.37,2.24488,0,0.389813,2754.49,2748.6,84.9209,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,16384,f32,1,8,4,4194304,256,95.9223,94.7088,106.436,9.10177,1,11.1939,95.9148,84.6803,88.0422,5.79298,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose,16384,f32,1,8,4,4194304,256,89.128,89.0888,89.1478,0.014116,0,12.0472,89.1207,0,82.89,5.79182,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,16384,f32,1,8,16,16777216,64,1662.74,1655.15,1700.29,0.409675,0,0.645766,1662.73,1659.31,83.0821,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,16384,f32,1,8,16,16777216,64,132.159,132.071,132.443,0.0809961,0,8.12463,132.152,122.519,104.582,5.79134,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose,16384,f32,1,8,16,16777216,64,88.2178,88.2035,88.2305,0.00887538,0,12.1715,88.2114,0,82.3047,5.7912,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,16384,f32,1,8,64,67108864,16,1757.44,1752.88,1762.67,0.293355,0,0.610969,1757.43,1751.58,82.3203,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,16384,f32,1,8,64,67108864,16,99.9934,99.9162,100.632,0.156958,0,10.7381,99.9864,88.4247,85.4118,5.79408,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose,16384,f32,1,8,64,67108864,16,87.9918,87.9829,88.0022,0.0104103,0,12.2027,87.9858,0,82.1612,5.79322,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,16384,f32,1,8,256,268435456,4,1708.52,1703.07,1739.53,0.566004,0,0.628464,1708.51,1687.82,82.0922,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,16384,f32,1,8,256,268435456,4,109.718,109.554,109.848,0.135635,0,9.78638,109.71,83.194,84.3421,5.79149,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose,16384,f32,1,8,256,268435456,4,87.9316,87.9243,87.9413,0.00863143,0,12.2111,87.9248,0,82.1229,5.7924,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,16384,f32,1,8,4,16777216,64,149.017,148.779,149.669,0.110602,0,7.20549,149.009,145.5,83.1254,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,16384,f32,1,8,4,4194304,256,92.0966,90.1914,102.725,2.60461,0,11.6589,92.0888,77.3324,85.247,4.52734,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,16384,f32,1,8,4,4194304,256,87.8986,87.8621,87.9176,0.0338812,0,12.2157,87.892,0,82.8957,4.55653,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,16384,f32,1,8,16,16777216,64,130.168,130.102,130.321,0.0267114,0,8.24891,130.16,121.718,103.55,4.55691,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,16384,f32,1,8,16,16777216,64,86.9818,86.9769,86.9909,0.00515989,0,12.3444,86.9746,0,82.3059,4.55648,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,16384,f32,1,8,64,67108864,16,127.702,125.878,129.749,1.44318,0,8.40816,127.695,121.858,96.0062,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,16384,f32,1,8,64,67108864,16,98.6873,98.635,98.846,0.100915,0,10.8802,98.6769,88.369,85.0198,4.56176,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,16384,f32,1,8,64,67108864,16,86.7582,86.749,86.763,0.00721481,0,12.3763,86.7512,0,82.1598,4.55963,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,16384,f32,1,8,256,268435456,4,135.01,134.912,135.212,0.0714576,0,7.95304,135.002,114.325,98.0208,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,16384,f32,1,8,256,268435456,4,108.487,108.322,108.575,0.0643724,0,9.8974,108.48,83.1968,84.2702,4.56176,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,16384,f32,1,8,256,268435456,4,86.7001,86.6891,86.7113,0.00668774,0,12.3845,86.6938,0,82.1234,4.56094,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,16384,s8,0.25,8,4,4194304,64,2191.62,2180.19,2262.46,1.79964,0,0.489931,2191.61,2189.87,21.2448,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,16384,s8,0.25,8,4,4194304,256,96.4394,94.2064,97.2286,0.648189,0,11.1339,96.4312,81.1739,86.8274,8.24421,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,16384,s8,0.25,8,4,4194304,256,91.5781,91.5672,91.5957,0.00920591,0,11.7249,91.5709,0,82.8914,8.24066,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,16384,s8,0.25,8,16,16777216,16,2261.49,2259.47,2263.57,0.0958653,0,0.474793,2261.48,2259.55,20.8384,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,16384,s8,0.25,8,16,16777216,64,133.892,133.823,134.353,0.0525084,0,8.01945,133.882,121.797,103.604,8.2417,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,16384,s8,0.25,8,16,16777216,64,90.6685,90.6581,90.677,0.00719916,0,11.8425,90.6626,0,82.3077,8.24232,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,16384,s8,0.25,8,64,67108864,4,2244.19,2240.26,2263.22,0.164356,0,0.478453,2244.19,2238.87,20.5936,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,16384,s8,0.25,8,64,67108864,16,102.208,102.141,105.208,0.0835578,0,10.5055,102.199,88.1927,85.0386,8.24243,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,16384,s8,0.25,8,64,67108864,16,90.4413,90.4279,90.4983,0.00742491,0,11.8723,90.4341,0,82.1598,8.2436,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,16384,s8,0.25,8,256,268435456,1,2249.79,2246.33,2268.03,0.268146,0,0.477264,2249.78,2229.21,20.5495,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,16384,s8,0.25,8,256,268435456,4,111.942,111.796,112.182,0.0592699,0,9.59193,111.935,82.9638,84.23,8.24342,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,16384,s8,0.25,8,256,268435456,4,90.383,90.3757,90.3934,0.00642367,0,11.8799,90.3766,0,82.1239,8.24376,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,16384,s8,0.25,8,4,4194304,64,56.5348,56.3851,57.1947,0.4355,0,18.9926,56.5268,54.4599,23.2406,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,16384,s8,0.25,8,4,4194304,256,89.7843,88.6951,95.9829,0.758476,0,11.9591,89.7772,77.5737,85.4282,2.53392,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,quant,16384,s8,0.25,8,4,4194304,256,85.8702,85.8602,85.8846,0.0105206,0,12.5042,85.8625,0,82.8927,2.53443,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,16384,s8,0.25,8,16,16777216,16,55.5166,55.4076,56.3566,0.31746,0,19.3409,55.5064,53.5532,22.5805,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,16384,s8,0.25,8,16,16777216,64,128.111,128.031,128.567,0.0394665,0,8.38133,128.103,121.692,103.598,2.5343,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,quant,16384,s8,0.25,8,16,16777216,64,84.9594,84.9545,84.9677,0.00275175,0,12.6383,84.9525,0,82.3052,2.53536,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,16384,s8,0.25,8,64,67108864,4,57.1225,57.0476,57.9132,0.214895,0,18.7972,57.1144,51.8324,21.9042,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,16384,s8,0.25,8,64,67108864,16,96.5327,96.4679,96.699,0.0628414,0,11.1231,96.5247,88.2348,85.0234,2.53483,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,quant,16384,s8,0.25,8,64,67108864,16,84.7317,84.7288,84.7392,0.00405209,0,12.6722,84.7246,0,82.16,2.53477,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,16384,s8,0.25,8,256,268435456,1,66.8064,66.7446,72.6574,0.148403,0,16.0724,66.7982,46.2367,20.5453,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,16384,s8,0.25,8,256,268435456,4,106.35,106.175,106.453,0.0503137,0,10.0963,106.342,83.0769,84.2919,2.53464,1
