# config.machine: epyc7351-2080ti
# config.bin: ./bench-rtrack
# config.numactl: 
# config.transforms: matrix
# config.methods: all
# config.n: 2048; 4096; 8192; 16384
# config.chunk_mib: 4; 16; 64; 256
# config.threads: 8
# config.warmup: 5
# config.iters: 30
# config.out_csv: bench/results/bp_matrix_nsweep_epyc7351-2080ti.csv
# calibration.timestamp: 2026-08-10T17:20:52+0900
# calibration.hostname: rebel-gpu1
# calibration.kernel: Linux rebel-gpu1 6.8.0-124-generic #124~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue May 26 21:05:19 UTC  x86_64
# calibration.cpu_model: AMD EPYC 7351 16-Core Processor
# calibration.governors: performance
# calibration.transparent_hugepage: always [madvise] never
# calibration.numactl_available: False
# calibration.cuda_toolkit: None
# calibration.gpus: {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}
# calibration.pcie_under_load.gen: 3
# calibration.pcie_under_load.width: 16
# calibration.triad_gbps: 25.9
# calibration.nvbandwidth: None
# calibration.notes: nvbandwidth not installed
machine,gpu,method,transform,N,dtype_out,r,threads,chunk_req_mib,staging_bytes,n_chunks,median_ms,min_ms,p95_ms,iqr_over_median_pct,unstable,effective_input_GBps,gpu_pipeline_ms,cpu_stage_ms,h2d_ms,gpu_kernel_ms,gpu_recv_ms,verified,variant,wire,h2d_occupancy
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,quant,2048,s8,0.25,8,16,16777216,1,1.34844,1.34371,1.35131,0.0792464,0,12.4419,1.34304,0,1.28819,0.04976,0,1,matrix,s8,0.959025
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,quant,2048,s8,0.25,8,16,16777216,1,1.34834,1.34334,1.35,0.157134,0,12.4429,1.3433,0,1.28715,0.043904,0,1,matrix,s8,0.958335
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,2048,s8,0.25,8,4,4194304,1,5.58142,5.53746,5.61736,0.448459,0,3.00591,5.57514,5.22564,0.337312,0,0,1,matrix,s8,0.060545
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,2048,s8,0.25,8,4,4194304,4,1.98399,1.7725,2.14825,6.6595,1,8.45631,1.97272,1.44541,1.37131,0.147776,0,1,matrix,s8,0.696829
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,nchw_nhwc_quant,2048,s8,0.25,8,4,4194304,4,1.46027,1.45914,1.46206,0.050769,0,11.4892,1.45472,0,1.29758,0.147984,0,1,matrix,s8,0.891988
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,nchw_nhwc_quant,2048,s8,0.25,8,4,4194304,4,1.35731,1.35152,1.36252,0.0918678,0,12.3606,1.35235,0,1.29704,0.172384,0,1,matrix,s8,0.959255
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,2048,s8,0.25,8,16,16777216,1,2.94647,2.9249,3.02792,1.02793,0,5.694,2.93926,1.47673,1.30309,0.146992,0,1,matrix,s8,0.443191
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,nchw_nhwc_quant,2048,s8,0.25,8,16,16777216,1,1.44685,1.44115,1.44906,0.0993157,0,11.5957,1.44179,0,1.28822,0.148432,0,1,matrix,s8,0.893663
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,nchw_nhwc_quant,2048,s8,0.25,8,16,16777216,1,1.44179,1.43938,1.44513,0.0750001,0,11.6363,1.43685,0,1.28717,0.141408,0,1,matrix,s8,0.895877
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,2048,f16,0.5,8,4,4194304,2,1.37775,1.3466,1.46133,2.83361,0,12.1772,1.3717,1.02658,0.715392,0,0,1,matrix,f16,0.523593
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,2048,f16,0.5,8,4,4194304,4,1.86594,1.75254,2.00092,6.78537,1,8.99128,1.85971,1.43228,1.35882,0.053072,0,1,matrix,f16,0.728594
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,convert_f16,2048,f16,0.5,8,4,4194304,4,1.36268,1.36189,1.36531,0.0679644,0,12.3119,1.35741,0,1.29723,0.050464,0,1,matrix,f16,0.955682
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,convert_f16,2048,f16,0.5,8,4,4194304,4,1.32661,1.32148,1.32737,0.23458,0,12.6467,1.32155,0,1.29642,0.054496,0,1,matrix,f16,0.981107
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,2048,f16,0.5,8,16,8388608,1,1.57996,1.55586,1.60766,1.77716,0,10.6188,1.57336,0.904693,0.657584,0,0,1,matrix,f16,0.418152
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,2048,f16,0.5,8,16,16777216,1,2.84992,2.81584,2.86398,0.413953,0,5.88692,2.8425,1.47352,1.30282,0.052464,0,1,matrix,f16,0.458583
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,convert_f16,2048,f16,0.5,8,16,16777216,1,1.34893,1.34824,1.35144,0.0560729,0,12.4374,1.34349,0,1.28835,0.050544,0,1,matrix,f16,0.958869
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,convert_f16,2048,f16,0.5,8,16,16777216,1,1.34799,1.34309,1.34941,0.368852,0,12.4461,1.34285,0,1.28686,0.045184,0,1,matrix,f16,0.958073
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,4096,f32,1,8,4,4194304,16,167.284,151.43,183.267,2.63978,0,0.401168,167.277,166.563,5.3269,0,0,1,matrix,f32,0.0318989
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,4096,f32,1,8,4,4194304,16,6.08913,5.87299,6.57187,2.9328,0,11.0211,6.0819,5.11252,5.47048,0.290272,0,1,matrix,f32,0.901452
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose,4096,f32,1,8,4,4194304,16,5.50844,5.49712,5.51522,0.122461,0,12.1829,5.50286,0,5.18328,0.288,0,1,matrix,f32,0.942024
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,transpose,4096,f32,1,8,4,4194304,16,5.25155,5.24896,5.25693,0.029814,0,12.7789,5.24582,0,5.18522,0.53048,0,1,matrix,f32,0.988443
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,4096,f32,1,8,16,16777216,4,105.269,103.972,110.204,1.28787,0,0.637501,105.261,103.854,5.1892,0,0,1,matrix,f32,0.0492938
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,4096,f32,1,8,16,16777216,4,8.95708,8.90338,9.11647,0.261836,0,7.49227,8.94566,7.22383,6.21131,0.29584,0,1,matrix,f32,0.694553
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose,4096,f32,1,8,16,16777216,4,5.45238,5.44395,5.46003,0.078329,0,12.3082,5.44723,0,5.14662,0.290432,0,1,matrix,f32,0.944836
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,transpose,4096,f32,1,8,16,16777216,4,5.26959,5.267,5.27393,0.0231424,0,12.7351,5.2639,0,5.14611,0.442096,0,1,matrix,f32,0.977609
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,4096,f32,1,8,64,67108864,1,108.034,107.429,112.382,0.690949,0,0.621181,108.027,102.856,5.15182,0,0,1,matrix,f32,0.0476843
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,4096,f32,1,8,64,67108864,1,9.54255,9.49596,9.8581,0.994861,0,7.03259,9.53549,4.06868,5.1508,0.295216,0,1,matrix,f32,0.540089
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose,4096,f32,1,8,64,67108864,1,5.43592,5.42744,5.44241,0.133025,0,12.3454,5.42986,0,5.13714,0.287648,0,1,matrix,f32,0.946117
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,transpose,4096,f32,1,8,64,67108864,1,5.43168,5.42457,5.43818,0.110995,0,12.3551,5.42634,0,5.13622,0.282464,0,1,matrix,f32,0.94654
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,4096,f32,1,8,4,4194304,16,6.77604,5.64875,7.27035,5.53234,1,9.90384,6.76899,6.23787,5.45253,0,0,1,matrix,f32,0.82069
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,4096,f32,1,8,4,4194304,16,6.03459,5.73236,6.24571,3.57009,0,11.1207,6.02826,4.98422,5.33968,0.287504,0,1,matrix,f32,0.888814
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,4096,f32,1,8,4,4194304,16,5.50635,5.50373,5.50948,0.0538118,0,12.1875,5.49998,0,5.18336,0.286752,0,1,matrix,f32,0.942417
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,blocked_transpose,4096,f32,1,8,4,4194304,16,5.24584,5.24092,5.2497,0.0604518,0,12.7928,5.2405,0,5.18424,0.409872,0,1,matrix,f32,0.98922
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,4096,f32,1,8,16,16777216,4,8.77353,8.71522,8.95856,0.955613,0,7.64902,8.7655,7.34739,6.25907,0,0,1,matrix,f32,0.714286
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,4096,f32,1,8,16,16777216,4,8.93827,8.91019,8.97084,0.34843,0,7.50804,8.93085,7.21511,6.19464,0.287968,0,1,matrix,f32,0.693772
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,4096,f32,1,8,16,16777216,4,5.45012,5.44501,5.45568,0.0970145,0,12.3133,5.44454,0,5.14667,0.288144,0,1,matrix,f32,0.945307
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,blocked_transpose,4096,f32,1,8,16,16777216,4,5.23758,5.23603,5.24233,0.0882648,0,12.813,5.2327,0,5.14608,0.311392,0,1,matrix,f32,0.983449
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,4096,f32,1,8,64,67108864,1,11.1257,11.0565,11.1635,0.472534,0,6.03186,11.1181,5.95494,5.15054,0,0,1,matrix,f32,0.463334
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,4096,f32,1,8,64,67108864,1,9.49383,9.48081,9.52504,0.145531,0,7.06868,9.48632,4.03382,5.15187,0.286576,0,1,matrix,f32,0.543102
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,blocked_transpose,4096,f32,1,8,64,67108864,1,5.43264,5.43086,5.43939,0.0903048,0,12.3529,5.42706,0,5.13752,0.284112,0,1,matrix,f32,0.946734
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,blocked_transpose,4096,f32,1,8,64,67108864,1,5.43111,5.42839,5.43675,0.0342147,0,12.3564,5.42605,0,5.13619,0.281504,0,1,matrix,f32,0.946629
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,4096,s8,0.25,8,4,4194304,4,136.164,135.868,136.664,0.246225,0,0.492853,136.158,135.726,1.33955,0,0,1,matrix,s8,0.00983109
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,4096,s8,0.25,8,4,4194304,16,6.97739,6.65976,7.24813,4.43878,0,9.61804,6.97005,5.89339,5.48557,0.49568,0,1,matrix,s8,0.783738
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,4096,s8,0.25,8,4,4194304,16,5.6729,5.66787,5.67902,0.0800815,0,11.8297,5.66707,0,5.18266,0.45576,0,1,matrix,s8,0.914546
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,4096,s8,0.25,8,16,16777216,1,137.785,137.399,138.374,0.241219,0,0.487053,137.777,136.449,1.30398,0,0,1,matrix,s8,0.00946434
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,4096,s8,0.25,8,16,16777216,4,9.16239,9.10791,9.19448,0.496559,0,7.32438,9.15475,7.23665,6.22147,0.499488,0,1,matrix,s8,0.679969
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,4096,s8,0.25,8,16,16777216,4,5.61633,5.60841,5.6253,0.0843309,0,11.9489,5.61042,0,5.14648,0.45424,0,1,matrix,s8,0.917339
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,4096,s8,0.25,8,64,67108864,1,9.66564,9.65008,9.6819,0.0988515,0,6.94304,9.65866,4.03645,5.15182,0.45592,0,1,matrix,s8,0.533346
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,4096,s8,0.25,8,64,67108864,1,5.60536,5.59801,5.60969,0.0877519,0,11.9723,5.59923,0,5.13768,0.456928,0,1,matrix,s8,0.917504
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,4096,s8,0.25,8,4,4194304,4,3.72219,3.7003,3.82087,0.411902,0,18.0294,3.71472,3.30135,1.43022,0,0,1,matrix,s8,0.384897
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,4096,s8,0.25,8,4,4194304,16,5.8831,5.68983,6.60907,3.22919,0,11.4071,5.87654,4.85236,5.34504,0.174736,0,1,matrix,s8,0.907998
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,quant,4096,s8,0.25,8,4,4194304,16,5.39267,5.39109,5.39382,0.0210381,0,12.4445,5.38698,0,5.18226,0.175808,0,1,matrix,s8,0.961979
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,quant,4096,s8,0.25,8,4,4194304,16,5.23391,5.22927,5.23794,0.047623,0,12.8219,5.22869,0,5.18365,0.259888,0,1,matrix,s8,0.991344
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,4096,s8,0.25,8,16,16777216,1,4.29593,4.26932,4.32583,0.71047,0,15.6215,4.28867,2.97341,1.30125,0,0,1,matrix,s8,0.303503
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,4096,s8,0.25,8,16,16777216,4,8.85958,8.8106,9.23785,1.70647,0,7.57472,8.85246,7.2543,6.2648,0.175376,0,1,matrix,s8,0.706588
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,quant,4096,s8,0.25,8,16,16777216,4,5.33692,5.33247,5.33997,0.0326362,0,12.5745,5.33123,0,5.14659,0.175264,0,1,matrix,s8,0.965379
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,quant,4096,s8,0.25,8,16,16777216,4,5.20967,5.20566,5.21412,0.0955221,0,12.8816,5.20402,0,5.14578,0.195216,0,1,matrix,s8,0.9889
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,4096,s8,0.25,8,64,67108864,1,9.38349,9.36198,9.40297,0.124012,0,7.1518,9.37728,4.03467,5.15237,0.175712,0,1,matrix,s8,0.549416
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,quant,4096,s8,0.25,8,64,67108864,1,5.32328,5.32149,5.32754,0.0695781,0,12.6067,5.31816,0,5.13763,0.17568,0,1,matrix,s8,0.966131
