# config.machine: epyc7351-2080ti
# config.bin: ./bench-rtrack
# config.numactl: 
# config.transforms: rsweep
# config.methods: all
# config.n: 2048; 4096; 8192; 16384
# config.chunk_mib: 4; 16; 64; 256
# config.threads: 8
# config.warmup: 5
# config.iters: 30
# config.out_csv: bench/results/bp_rsweep_epyc7351-2080ti.csv
# calibration.timestamp: 2026-08-10T17:20:52+0900
# calibration.hostname: rebel-gpu1
# calibration.kernel: Linux rebel-gpu1 6.8.0-124-generic #124~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue May 26 21:05:19 UTC  x86_64
# calibration.cpu_model: AMD EPYC 7351 16-Core Processor
# calibration.governors: performance
# calibration.transparent_hugepage: always [madvise] never
# calibration.numactl_available: False
# calibration.cuda_toolkit: None
# calibration.gpus: {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}
# calibration.pcie_under_load.gen: 3
# calibration.pcie_under_load.width: 16
# calibration.triad_gbps: 25.9
# calibration.nvbandwidth: None
# calibration.notes: nvbandwidth not installed
machine,gpu,method,transform,N,dtype_out,r,threads,chunk_req_mib,staging_bytes,n_chunks,median_ms,min_ms,p95_ms,iqr_over_median_pct,unstable,effective_input_GBps,gpu_pipeline_ms,cpu_stage_ms,h2d_ms,gpu_kernel_ms,gpu_recv_ms,verified,variant,wire,h2d_occupancy
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,2048,f32,1,8,4,4194304,4,1.38876,1.38634,1.39116,0.10571,0,12.0807,1.3824,0,1.29822,0.073472,0,1,rsweep,f32,0.939081
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,transpose_quant,2048,f32,1,8,4,4194304,4,1.35309,1.34475,1.35534,0.652698,0,12.3991,1.34742,0,1.2976,0.156144,0,1,rsweep,f32,0.963403
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,2048,f32,1,8,16,16777216,1,22.4966,22.2547,22.9215,0.532472,0,0.745767,22.4898,21.167,1.29941,0,0,1,rsweep,f32,0.0578115
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,2048,f32,1,8,16,16777216,1,2.8679,2.85374,2.90536,0.663992,0,5.85001,2.86085,1.47355,1.30232,0.073376,0,1,rsweep,f32,0.455281
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_fair,transpose_quant,2048,f32,1,8,16,16777216,1,1.37257,1.36731,1.37502,0.216407,0,12.2232,1.36734,0,1.28832,0.073696,0,1,rsweep,f32,0.942543
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b_pipelined,transpose_quant,2048,f32,1,8,16,16777216,1,1.37192,1.36801,1.3751,0.186601,0,12.229,1.36643,0,1.2871,0.06664,0,1,rsweep,f32,0.941992
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,2048,f32,0.5,8,4,4194304,2,21.967,21.7543,22.1483,1.00688,0,0.763746,21.9599,21.5495,0.669936,0,0.052032,1,rsweep,f16,0.0305617
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,2048,f32,0.5,8,16,8388608,1,22.7786,22.3891,23.3199,1.40614,0,0.736535,22.7715,22.0394,0.662384,0,0.054528,1,rsweep,f16,0.0291397
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,2048,f32,0.25,8,4,4194304,1,20.2249,19.9583,20.8781,3.42472,0,0.829535,20.2178,19.8092,0.336944,0,0.060528,1,rsweep,s8,0.0166195
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,2048,f32,0.125,8,4,2097152,1,20.2875,19.9909,20.9479,3.46587,0,0.826972,20.2802,20.0149,0.176,0,0.082496,1,rsweep,s4,0.00863136
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,2048,f32,1,8,4,4194304,4,9.68554,9.35029,10.3402,4.50971,0,1.73219,9.6787,9.27662,1.32346,0,0,1,rsweep,f32,0.136599
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,2048,f32,1,8,4,4194304,4,1.95218,1.76006,2.11207,4.02244,0,8.59409,1.94547,1.42819,1.36474,0.13512,0,1,rsweep,f32,0.699742
