# config.machine: epyc7351-2080ti
# config.bin: bench-rtrack
# config.transforms: all
# config.methods: both
# config.n: 2048; 4096; 8192; 16384
# config.chunk_mib: 4; 16; 64; 256
# config.threads: 8
# config.warmup: 5
# config.iters: 30
# config.out_csv: r1_gen3_nsweep.csv
# calibration.timestamp: 2026-07-20T15:27:08+0900
# calibration.hostname: rebel-gpu1
# calibration.kernel: Linux rebel-gpu1 6.8.0-124-generic #124~22.04.1-Ubuntu SMP PREEMPT_DYNAMIC Tue May 26 21:05:19 UTC  x86_64
# calibration.cpu_model: AMD EPYC 7351 16-Core Processor
# calibration.governors: performance
# calibration.transparent_hugepage: always [madvise] never
# calibration.numactl_available: False
# calibration.cuda_toolkit: None
# calibration.gpus: {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}; {'name': 'NVIDIA GeForce RTX 2080 Ti', 'driver': '595.71.05', 'pcie_gen_current_idle': '1', 'pcie_gen_max': '3', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '300 MHz', 'clocks_mem': '405 MHz'}
# calibration.pcie_under_load.gen: 3
# calibration.pcie_under_load.width: 16
# calibration.triad_gbps: 44.39
# calibration.nvbandwidth: None
# calibration.notes: nvbandwidth not installed
machine,gpu,method,transform,N,dtype_out,r,threads,chunk_req_mib,staging_bytes,n_chunks,median_ms,min_ms,p95_ms,iqr_over_median_pct,unstable,effective_input_GBps,gpu_pipeline_ms,cpu_stage_ms,h2d_ms,gpu_kernel_ms,verified
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,8192,s8,0.25,8,16,16777216,16,34.3787,34.2356,35.0366,1.10357,0,7.80819,34.3713,30.4068,26.1054,2.0623,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,8192,s8,0.25,8,64,67108864,1,556.695,554.403,560.257,0.331599,0,0.482195,556.689,551.51,5.15494,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,8192,s8,0.25,8,64,67108864,4,28.366,28.2153,28.8847,0.986637,0,9.46329,28.3588,21.0182,21.3683,2.06261,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,8192,s8,0.25,8,256,268435456,1,39.1109,38.501,39.9175,2.22462,0,6.86345,39.1027,16.4713,20.5481,2.0625,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,8192,s8,0.25,8,4,4194304,16,14.3282,14.2751,14.4051,0.289594,0,18.7348,14.3214,13.5793,5.83395,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,8192,s8,0.25,8,4,4194304,64,25.8445,24.5214,26.308,1.60644,0,10.3866,25.8368,23.9834,21.9635,0.677088,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,8192,s8,0.25,8,16,16777216,4,14.6645,14.5838,15.0434,0.507537,0,18.3051,14.6571,13.2298,5.64003,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,8192,s8,0.25,8,16,16777216,16,32.9416,32.8472,33.2612,0.450191,0,8.14883,32.9339,30.3611,25.996,0.676848,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,8192,s8,0.25,8,64,67108864,1,16.8973,16.8538,17.0427,0.323536,0,15.8863,16.8899,11.727,5.15064,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,8192,s8,0.25,8,64,67108864,4,26.8223,26.794,26.9287,0.14638,0,10.0079,26.8148,20.8645,21.2472,0.676816,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,8192,s8,0.25,8,256,268435456,1,37.187,37.1139,37.3373,0.266256,0,7.21853,37.1646,15.9273,20.5475,0.677168,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,8192,s8,0.25,8,4,4194304,16,161.287,155.904,164.335,1.82719,0,1.66433,161.281,160.311,5.46686,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,8192,s8,0.25,8,4,4194304,64,25.448,24.4467,28.3141,10.3226,1,10.5484,25.4395,21.5797,22.0499,2.20827,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,8192,s8,0.25,8,16,16777216,4,158.873,144.335,161.272,3.43224,0,1.68963,158.866,157.381,5.22797,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,8192,s8,0.25,8,16,16777216,16,34.4115,34.3572,34.4755,0.170623,0,7.80076,34.4042,30.2973,25.8668,2.20763,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,8192,s8,0.25,8,64,67108864,1,137.304,124.843,147.075,7.7485,1,1.95505,137.297,132.119,5.15555,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,8192,s8,0.25,8,64,67108864,4,28.4197,28.3487,28.617,0.495885,0,9.44539,28.4122,20.9234,21.2577,2.20832,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,8192,s8,0.25,8,256,268435456,1,38.7095,38.6729,38.7401,0.0304459,0,6.93461,38.702,15.9203,20.5513,2.20822,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,8192,f16,0.5,8,4,4194304,32,19.2238,19.1648,19.4076,0.410881,0,13.9637,19.2168,18.488,12.1222,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,8192,f16,0.5,8,4,4194304,64,23.9963,23.0578,24.2387,1.64322,0,11.1865,23.9875,21.6538,21.9275,0.736992,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,8192,f16,0.5,8,16,16777216,8,20.4068,20.3671,20.4447,0.111081,0,13.1542,20.3996,18.8144,11.9599,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,8192,f16,0.5,8,16,16777216,16,32.9666,32.9183,33.4903,0.140034,0,8.14266,32.9595,30.3162,25.9405,0.7368,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,8192,f16,0.5,8,64,67108864,2,22.4938,22.4489,22.5633,0.177608,0,11.9338,22.4862,17.2898,11.1749,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,8192,f16,0.5,8,64,67108864,4,26.9224,26.8815,27.0079,0.107977,0,9.97072,26.9147,20.8977,21.2615,0.736672,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,8192,f16,0.5,8,256,134217728,1,25.7244,25.707,25.7579,0.0770084,0,10.4351,25.7166,15.4217,10.2815,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,8192,f16,0.5,8,256,268435456,1,37.125,37.0616,37.1505,0.0421479,0,7.23059,37.1169,15.8182,20.5477,0.736672,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,16384,f32,1,8,4,4194304,256,2888.52,2769.51,2972.1,2.88167,0,0.371727,2888.52,2882.13,85.1515,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,16384,f32,1,8,4,4194304,256,96.0617,95.0124,106.132,8.28597,1,11.1776,96.0542,82.9791,87.4672,5.79307,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,16384,f32,1,8,16,16777216,64,1682.59,1672.42,1738.23,0.543602,0,0.638149,1682.58,1678.92,83.1844,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,16384,f32,1,8,16,16777216,64,129.123,128.977,130.202,0.262893,0,8.31565,129.115,118.295,104.902,5.79334,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,16384,f32,1,8,64,67108864,16,1780.63,1770.64,1824.85,0.872723,0,0.603012,1780.62,1774.69,82.4627,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,16384,f32,1,8,64,67108864,16,94.1395,93.9608,95.7831,0.295691,0,11.4059,94.1319,78.4522,84.0342,5.79336,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose,16384,f32,1,8,256,268435456,4,1677.18,1668.22,1705.77,0.575416,0,0.640208,1677.17,1656.45,82.3408,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose,16384,f32,1,8,256,268435456,4,102.702,102.452,103.18,0.182507,0,10.4549,102.695,66.9763,84.0633,5.794,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,16384,f32,1,8,4,16777216,64,170.812,170.483,171.129,0.0794315,0,6.28609,170.804,167.195,86.3781,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,16384,f32,1,8,4,4194304,256,90.5921,89.7509,94.0714,3.4432,0,11.8525,90.5841,56.6975,85.3015,4.5311,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,16384,f32,1,8,16,16777216,64,131.089,130.976,131.607,0.15071,0,8.19096,131.08,122.408,123.072,4.5293,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,16384,f32,1,8,64,67108864,16,135.258,130.485,139.003,2.9423,0,7.93846,135.25,129.296,112.701,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,16384,f32,1,8,64,67108864,16,92.6894,92.605,93.0489,0.0623323,0,11.5843,92.6826,81.3838,83.2436,4.52965,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,blocked_transpose,16384,f32,1,8,256,268435456,4,136.873,136.706,137.169,0.105096,0,7.84482,136.865,114.182,116.156,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,blocked_transpose,16384,f32,1,8,256,268435456,4,106.894,106.801,106.938,0.0398438,0,10.0449,106.886,80.05,83.0381,4.52898,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,16384,s8,0.25,8,4,4194304,64,2118.51,2115.12,2125.92,0.205581,0,0.506837,2118.51,2116.7,21.3143,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,16384,s8,0.25,8,4,4194304,256,95.3048,93.8643,97.8958,3.3994,0,11.2664,95.2966,61.0078,85.8574,8.23912,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,16384,s8,0.25,8,16,16777216,16,2173.95,2169.64,2228.33,0.308097,0,0.493912,2173.94,2171.93,20.8734,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,16384,s8,0.25,8,16,16777216,64,134.832,134.77,135.121,0.0547663,0,7.96357,134.821,122.497,123.185,8.24066,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,16384,s8,0.25,8,64,67108864,4,2174.31,2165.92,2180.74,0.228649,0,0.493831,2174.3,2168.97,20.6259,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,16384,s8,0.25,8,64,67108864,16,96.1764,96.0906,96.2215,0.0322595,0,11.1643,96.1678,80.2376,83.1433,8.23842,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,transpose_quant,16384,s8,0.25,8,256,268435456,1,2179.07,2168.82,2195.38,0.252533,0,0.492752,2179.06,2158.47,20.55,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,transpose_quant,16384,s8,0.25,8,256,268435456,4,110.553,110.414,110.685,0.0466576,0,9.7125,110.545,79.984,83.0131,8.24104,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,16384,s8,0.25,8,4,4194304,64,36.1978,36.1603,36.2592,0.0960219,0,29.6632,36.1908,34.1663,23.3107,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,16384,s8,0.25,8,4,4194304,256,88.0815,87.6957,88.4451,0.410782,0,12.1903,88.0732,53.8487,84.8279,2.52994,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,16384,s8,0.25,8,16,16777216,16,37.2972,37.2496,37.3676,0.0979828,0,28.7888,37.2898,35.3413,25.8881,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,16384,s8,0.25,8,16,16777216,64,129.002,128.925,129.754,0.150828,0,8.32346,128.993,122.435,123.149,2.53254,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,16384,s8,0.25,8,64,67108864,4,39.5768,39.512,39.764,0.0934731,0,27.1306,39.5688,34.2862,24.8517,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,16384,s8,0.25,8,64,67108864,16,90.5913,90.5435,90.6738,0.0280005,0,11.8526,90.583,81.0411,83.186,2.53158,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,quant,16384,s8,0.25,8,256,268435456,1,50.6666,50.6292,51.0483,0.101218,0,21.1923,50.6588,30.1028,20.5421,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,quant,16384,s8,0.25,8,256,268435456,4,104.829,104.747,104.87,0.0381119,0,10.2428,104.821,79.9256,83.0112,2.53197,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,16384,s8,0.25,8,4,4194304,64,1600.82,1489.08,1682.35,4.07678,0,0.670744,1600.81,1597.24,22.044,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,16384,s8,0.25,8,4,4194304,256,94.7603,93.8284,95.2559,0.537668,0,11.3311,94.7525,55.6048,85.2422,8.79469,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,16384,s8,0.25,8,16,16777216,16,1154.83,1071.16,1204.71,4.17939,0,0.929784,1154.82,1152.64,20.938,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,16384,s8,0.25,8,16,16777216,64,135.354,135.21,135.481,0.061593,0,7.93285,135.346,122.487,123.026,8.79848,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,16384,s8,0.25,8,64,67108864,4,976.44,837.751,1084.54,8.37381,1,1.09965,976.43,971.084,20.6253,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,16384,s8,0.25,8,64,67108864,16,96.8482,96.7763,96.9566,0.0405679,0,11.0869,96.8407,81.047,83.1862,8.79709,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,nchw_nhwc_quant,16384,s8,0.25,8,256,268435456,1,863.988,570.606,947.097,12.296,1,1.24277,863.978,843.403,20.5499,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,nchw_nhwc_quant,16384,s8,0.25,8,256,268435456,4,111.112,110.985,111.243,0.0320403,0,9.66361,111.104,79.958,83.0226,8.79765,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,16384,f16,0.5,8,4,4194304,128,53.7142,53.5689,53.8384,0.17123,0,19.9899,53.7069,51.722,47.2996,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,16384,f16,0.5,8,4,4194304,256,89.1095,88.2179,91.6332,0.411413,0,12.0497,89.1016,57.9787,85.4572,2.9316,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,16384,f16,0.5,8,16,16777216,32,65.4983,65.4396,65.5433,0.0428575,0,16.3934,65.4903,62.8323,59.5747,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,16384,f16,0.5,8,16,16777216,64,129.537,129.451,130.059,0.0818085,0,8.28907,129.529,122.489,123.126,2.93414,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,16384,f16,0.5,8,64,67108864,8,66.7221,66.6572,66.8273,0.0726476,0,16.0927,66.7125,61.252,58.6154,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,16384,f16,0.5,8,64,67108864,16,91.0145,90.9594,91.1028,0.0388095,0,11.7975,91.0055,81.0562,83.1896,2.93149,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,a,convert_f16,16384,f16,0.5,8,256,268435456,2,73.7197,73.6372,73.949,0.104972,0,14.5652,73.7118,53.1236,50.9868,0,1
epyc7351-2080ti,NVIDIA GeForce RTX 2080 Ti,b,convert_f16,16384,f16,0.5,8,256,268435456,4,105.253,105.118,105.334,0.0449311,0,10.2015,105.246,79.9727,83.0333,2.93184,1
