# config.machine: 7800x3d-4070tis
# config.bin: ./bench-rtrack
# config.transforms: T1,T1b,T3,T5
# config.methods: a
# config.variant: avx512
# config.n: 2048; 4096; 8192; 16384
# config.chunk_mib: 4; 16; 64; 256
# config.threads: 8
# config.warmup: 5
# config.iters: 30
# config.out_csv: bench/results/v2_isa_matrix_avx512_7800x3d_4070tis.csv
# calibration.timestamp: 2026-07-28T23:53:05+0900
# calibration.hostname: JueonAtHome
# calibration.kernel: Linux JueonAtHome 6.18.33.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun 18 21:54:43 UTC 2026 x86_64
# calibration.cpu_model: AMD Ryzen 7 7800X3D 8-Core Processor
# calibration.governors: 
# calibration.transparent_hugepage: always [madvise] never
# calibration.numactl_available: False
# calibration.cuda_toolkit: nvcc: NVIDIA (R) Cuda compiler driver Copyright (c) 2005-2026 NVIDIA Corporation Built on Thu_Mar_19_11:12:51_PM_PDT_2026 Cuda compilation tools, release 13.2, V13.2.78 Build cuda_13.2.r13.2/compiler.37668154_0
# calibration.gpus: {'name': 'NVIDIA GeForce RTX 4070 Ti SUPER', 'driver': '595.79', 'pcie_gen_current_idle': '4', 'pcie_gen_max': '4', 'pcie_width_current_idle': '16', 'pcie_width_max': '16', 'clocks_sm': '210 MHz', 'clocks_mem': '405 MHz'}
# calibration.pcie_under_load.gen: 4
# calibration.pcie_under_load.width: 16
# calibration.triad_gbps: 37.11
# calibration.nvbandwidth: None
# calibration.notes: cpufreq governors unreadable; nvbandwidth not installed
machine,gpu,method,transform,N,dtype_out,r,threads,chunk_req_mib,staging_bytes,n_chunks,median_ms,min_ms,p95_ms,iqr_over_median_pct,unstable,effective_input_GBps,gpu_pipeline_ms,cpu_stage_ms,h2d_ms,gpu_kernel_ms,gpu_recv_ms,verified,variant,wire
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,transpose,2048,f32,1,8,4,4194304,4,4.52571,4.22969,4.98614,3.38612,0,3.70709,4.48803,4.23216,0.640416,0,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,transpose,2048,f32,1,8,16,16777216,1,2.6694,2.57662,4.13508,15.5657,1,6.28502,2.62194,1.97272,0.628768,0,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,blocked_transpose,2048,f32,1,8,4,4194304,4,0.985706,0.93013,1.13307,6.02396,1,17.0205,0.953648,0.71817,0.640656,0,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,blocked_transpose,2048,f32,1,8,16,16777216,1,0.845088,0.834407,0.887273,2.27669,0,19.8526,0.816544,0.169344,0.629744,0,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,quant,2048,s8,0.25,8,4,4194304,1,0.444805,0.356708,0.587779,12.1617,1,37.7181,0.387424,0.197569,0.161376,0,0,1,matrix,s8
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,convert_f16,2048,f16,0.5,8,4,4194304,2,0.620883,0.541341,0.701516,10.3166,1,27.0215,0.559168,0.329232,0.32296,0,0,1,matrix,f16
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,convert_f16,2048,f16,0.5,8,16,8388608,1,0.500776,0.48081,0.522696,4.51459,0,33.5024,0.473792,0.140308,0.318256,0,0,1,matrix,f16
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,transpose,4096,f32,1,8,4,4194304,16,21.13,20.2746,22.2781,3.10636,0,3.17599,21.0984,20.3053,2.56837,0,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,transpose,4096,f32,1,8,16,16777216,4,15.916,13.8007,17.5639,12.711,1,4.21643,15.8565,15.0822,2.51782,0,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,transpose,4096,f32,1,8,64,67108864,1,16.2253,12.8783,17.3128,10.7986,1,4.13606,16.1793,13.6068,2.50442,0,0,1,matrix,f32
