machine,gpu,method,transform,N,dtype_out,r,threads,chunk_req_mib,staging_bytes,n_chunks,median_ms,min_ms,p95_ms,iqr_over_median_pct,unstable,effective_input_GBps,gpu_pipeline_ms,cpu_stage_ms,h2d_ms,gpu_kernel_ms,gpu_recv_ms,verified,variant,wire
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,transpose,16384,f32,1,8,4,4194304,256,563.001,553.072,575.373,1.28581,0,1.90717,549.933,552.112,43.3742,0,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,b,transpose,16384,f32,1,8,4,4194304,256,89.5816,80.279,95.4516,5.13994,1,11.9862,87.4675,73.2973,44.9969,5.5091,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,transpose,16384,f32,1,8,16,16777216,64,399.291,380.958,412.403,2.43205,0,2.68912,389.891,395.282,41.7969,0,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,b,transpose,16384,f32,1,8,16,16777216,64,70.4623,69.114,74.9122,4.2925,0,15.2385,68.7635,62.5665,47.903,4.28189,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,transpose,16384,f32,1,8,64,67108864,16,373.317,361.94,379.966,1.30745,0,2.87622,364.616,369.313,40.8552,0,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,b,transpose,16384,f32,1,8,64,67108864,16,66.8886,65.2989,71.5759,3.3129,0,16.0527,65.2824,58.9719,47.2072,4.01549,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,a,transpose,16384,f32,1,8,256,268435456,4,332.608,317.135,343.97,2.28199,0,3.22825,324.86,321.343,40.742,0,0,1,matrix,f32
7800x3d-4070tis,NVIDIA GeForce RTX 4070 Ti SUPER,b,transpose,16384,f32,1,8,256,268435456,4,71.7413,69.8217,76.7675,4.8016,0,14.9669,70.0147,56.079,45.7732,4.60109,0,1,matrix,f32
